ID	YourLanguageWord	YourLanguageExplanation	LanguageYouLearnWord	LanguageYouLearnPronunciation	LanguageYouLearnExplanation	Tags
8f78a5a2-fb2d-1159-00a2-fce45842a40c	панель	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">панель</div><div class="line_2">['panel', 'pane', 'pavement', 'dado']</div><div class="line_1">оконное стекло</div><div class="line_2">['windowpane', 'pane']</div><div class="line_1">клетка</div><div class="line_2">['cell', 'cage', 'square', 'check', 'birdcage', 'pane']</div></div>	pane	pān	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a single sheet of glass in a window or door.</div></div>	
90354a6c-b337-a77c-b9e1-415e8fb6ec52	ограбление	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">ограбление</div><div class="line_2">['robbery', 'loot', 'burglary', 'heist', 'pillage', 'despoliation']</div><div class="line_1">расхищение</div><div class="line_2">['depredation', 'despoilment', 'despoliation']</div><div class="line_1">грабеж</div><div class="line_2">['robbery', 'looting', 'plunder', 'pillage', 'plundering', 'despoliation']</div></div>	despoliation	diˌspōlēˈāSHən	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the action of despoiling or the condition of being despoiled; plunder.</div><div class="line_2">the despoliation of the resources of the natural world</div></div>	
9093c96c-9bb0-3168-75c9-16db2d0de622	слабый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">незначительный</div><div class="line_2">['minor', 'light', 'insignificant', 'small', 'slight', 'tenuous']</div><div class="line_1">разреженный</div><div class="line_2">['rarefied', 'thin', 'tenuous', 'rare', 'expanded', 'disperse']</div><div class="line_1">тонкий</div><div class="line_2">['thin', 'fine', 'subtle', 'small', 'slim', 'tenuous']</div></div>	tenuous	ˈtenyo͞oəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">very weak or slight.</div><div class="line_2">the tenuous link between interest rates and investment</div></div>	
90959fb1-82e2-1f16-c280-1fa2604b8e31	нищета	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">нужда</div><div class="line_2">['need', 'want', 'distress', 'poverty', 'necessity', 'penury']</div><div class="line_1">бедность</div><div class="line_2">['poverty', 'poorness', 'misery', 'indigence', 'penury', 'need']</div><div class="line_1">недостаток</div><div class="line_2">['lack', 'drawback', 'flaw', 'deficiency', 'shortage', 'penury']</div></div>	penury	ˈpenyərē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">extreme poverty; destitution.</div><div class="line_2">he died in a state of virtual penury</div></div>	
9113ca95-3d54-d6a3-c18c-31aefe746f96	вникать	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">морская сажень</div><div class="line_2">['fathom']</div><div class="line_1">изобата</div><div class="line_2">['fathom']</div><div class="speechpart">Глагол</div><div class="line_1">измерять глубину</div><div class="line_2">['fathom', 'bottom', 'plumb', 'sound']</div><div class="line_1">вникать</div><div class="line_2">['penetrate', 'fathom', 'introspect']</div><div class="line_1">делать промер лотом</div><div class="line_2">['fathom']</div></div>	fathom	ˈfaT͟Həm	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a unit of length equal to six feet (approximately 1.8 m), chiefly used in reference to the depth of water.</div><div class="line_2">sonar says that we're in eighteen fathoms</div><div class="speechpart">Глагол</div><div class="line_1">understand (a difficult problem or an enigmatic person) after much thought.</div><div class="line_2">he couldn't fathom why she was being so anxious</div><div class="line_1">measure the depth of (water).</div><div class="line_2">an attempt to fathom the ocean</div></div>	
91aacff1-c68f-b9ce-7e00-7c2b7e22f0d2	завещать	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">завещать</div><div class="line_2">['bequeath', 'will', 'leave', 'settle', 'devise', 'give']</div><div class="line_1">передавать потомству</div><div class="line_2">['bequeath', 'hand down']</div></div>	bequeath	bəˈkwēT͟H	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">leave (a personal estate or one's body) to a person or other beneficiary by a will.</div><div class="line_2">he bequeathed his art collection to the town</div></div>	
91d0da8e-79f0-3f81-8e15-3dc8bd6f8e6f	расправа	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">расправа</div><div class="line_2">['violence', 'reprisal', 'reprise']</div><div class="line_1">репрессалия</div><div class="line_2">['reprisal', 'retaliation']</div><div class="line_1">ответная мера</div><div class="line_2">['reprisal']</div></div>	reprisal	rəˈprīzəl	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">an act of retaliation.</div><div class="line_2">three youths died in the reprisals that followed</div></div>	
922e2fc4-6b21-c7ae-16a8-060e3a3d6365	послушный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">поддающийся</div><div class="line_2">['amenable', 'susceptible', 'capable', 'adaptable', 'accessible']</div><div class="line_1">сговорчивый</div><div class="line_2">['accommodating', 'pliable', 'amenable', 'tractable', 'manageable', 'appeasable']</div><div class="line_1">ответственный</div><div class="line_2">['responsible', 'accountable', 'liable', 'answerable', 'chargeable', 'amenable']</div></div>	amenable	əˈmēnəb(ə)l	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of a person) open and responsive to suggestion; easily persuaded or controlled.</div><div class="line_2">parents who have had easy babies and amenable children</div></div>	
92db6e12-8083-e4f2-f4a4-54f13f2a1cb0	болото	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">болото</div><div class="line_2">['swamp', 'marsh', 'bog', 'quagmire', 'morass', 'backwater']</div><div class="line_1">трясина</div><div class="line_2">['quagmire', 'bog', 'morass', 'mire', 'swale', 'slough']</div><div class="line_1">топь</div><div class="line_2">['swamp', 'bog', 'marsh', 'slough', 'fen', 'morass']</div></div>	morass	məˈras	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">an area of muddy or boggy ground.</div><div class="line_2">in midwinter the track beneath this bridge became a muddy morass</div><div class="line_1">a complicated or confused situation.</div><div class="line_2">she would become lost in a morass of lies and explanations</div></div>	
93c45d83-6deb-5c79-932e-421740a492f5	пестрота	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">разноцветность</div><div class="line_2">['variegation']</div><div class="line_1">раскрашивание</div><div class="line_2">['variegation']</div><div class="line_1">раскрашенность</div><div class="line_2">['variegation']</div></div>	variegation			
942cc594-ff83-1949-b8e5-e48d8c6a5aeb	податливый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">податливый</div><div class="line_2">['compliant', 'malleable', 'supple', 'yielding', 'pliant', 'ductile']</div><div class="line_1">ковкий</div><div class="line_2">['malleable', 'ductile', 'forgeable', 'soft']</div><div class="line_1">тягучий</div><div class="line_2">['viscous', 'stringy', 'ductile', 'ropy', 'malleable', 'viscid']</div></div>	malleable	ˈmalyəb(ə)l	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of a metal or other material) able to be hammered or pressed permanently out of shape without breaking or cracking.</div><div class="line_2">a malleable metal can be beaten into a sheet</div></div>	
943b190e-c16d-1126-60f6-6efd5edc6992	бдительный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">бдительный</div><div class="line_2">['vigilant', 'alert', 'watchful', 'awake', 'waking', 'wakeful']</div><div class="line_1">неусыпный</div><div class="line_2">['vigilant', 'unremitting', 'indefatigable']</div></div>	vigilant	ˈvijələnt	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">keeping careful watch for possible danger or difficulties.</div><div class="line_2">the burglar was spotted by vigilant neighbors</div></div>	
94822306-a886-7a60-4258-3d247c065ca8	колебаться	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">шататься</div><div class="line_2">['stagger', 'totter', 'falter', 'reel', 'gad', 'mosey']</div><div class="line_1">разрушаться</div><div class="line_2">['break', 'break down', 'disintegrate', 'deteriorate', 'crumble', 'totter']</div><div class="line_1">заплетаться</div><div class="line_2">['totter', 'mumble', 'stagger']</div></div>	totter	ˈtädər	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">move in a feeble or unsteady way.</div><div class="line_2">a hunched figure was tottering down the path</div><div class="line_1">(of a structure) shake or sway as if about to collapse.</div><div class="line_2">the building began to totter and then the roof gave way</div><div class="speechpart">Имя Существительное</div><div class="line_1">a feeble or unsteady gait.</div></div>	
956f0140-415c-99be-f694-b57f7e1c27d5	предписывать	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">посвящать в духовный сан</div><div class="line_2">['ordain', 'frock']</div><div class="line_1">предопределять</div><div class="line_2">['predetermine', 'ordain', 'foreordain', 'predestinate', 'predestine', 'order']</div><div class="line_1">предписывать</div><div class="line_2">['prescribe', 'enjoin', 'ordain', 'order', 'dictate', 'enact']</div></div>	ordain	ôrˈdān	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">make (someone) a priest or minister; confer holy orders on.</div><div class="line_2">he was ordained a minister before entering Parliament</div><div class="line_1">order or decree (something) officially.</div><div class="line_2">equal punishment was ordained for the two crimes</div></div>	
962444be-7dd7-fe7a-234e-09eb69a6e6a1	чувствительность	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">чувствительность</div><div class="line_2">['sensitivity', 'sensibility', 'susceptibility', 'sensitiveness', 'responsiveness', 'feeling']</div><div class="line_1">восприимчивость</div><div class="line_2">['susceptibility', 'receptivity', 'sensibility', 'perceptivity', 'impressionability', 'recipiency']</div><div class="line_1">точность</div><div class="line_2">['accuracy', 'precision', 'exactness', 'fidelity', 'correctness', 'sensibility']</div></div>	sensibility	ˌsensəˈbilədē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the ability to appreciate and respond to complex emotional or aesthetic influences; sensitivity.</div><div class="line_2">the study of literature leads to a growth of intelligence and sensibility</div></div>	
963147b3-42bb-0df1-b3fd-8f5fe7ded76e	предостережение	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">предостережение</div><div class="line_2">['warning', 'caution', 'caveat', 'admonition', 'admonishment', 'precaution']</div><div class="line_1">протест</div><div class="line_2">['protest', 'outcry', 'objection', 'revolt', 'caveat', 'remonstrance']</div></div>	caveat	ˈkavēˌat	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a warning or proviso of specific stipulations, conditions, or limitations.</div><div class="line_2">there are a number of caveats which concern the validity of the assessment results</div></div>	
9799e0ce-1ee4-8817-1c95-4859797034f4	разрешение	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">санкция</div><div class="line_2">['sanction', 'authorization', 'assent', 'imprimatur', 'fiat', 'approbation']</div><div class="line_1">одобрение</div><div class="line_2">['OK', 'approval', 'approbation', 'okay', 'acceptance', 'imprimatur']</div><div class="line_1">разрешение на печатание книги</div><div class="line_2">['imprimatur']</div></div>	imprimatur	ˌimprəˈmädər	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">an official license by the Roman Catholic Church to print an ecclesiastical or religious book.</div><div class="line_2">the imprimatur for this edition was granted by Cardinal O'Casey</div></div>	
9860dcd0-445c-c925-9cbb-009fa3eb452c	золоченый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">золоченый</div><div class="line_2">['gilt']</div><div class="line_1">позолоченный</div><div class="line_2">['gilded', 'gilt', 'aureate', 'gold-plated', 'gold-filled']</div><div class="line_1">вызолоченный</div><div class="line_2">['gilt']</div><div class="speechpart">Имя Существительное</div><div class="line_1">позолота</div><div class="line_2">['gilding', 'gilt', 'rolled gold']</div><div class="line_1">надежные ценные бумаги</div><div class="line_2">['gilt']</div></div>	gilt	ɡilt	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">covered thinly with gold leaf or gold paint.</div><div class="speechpart">Имя Существительное</div><div class="line_1">gold leaf or gold paint applied in a thin layer to a surface.</div><div class="line_1">a young sow.</div></div>	
98958adb-4b4e-5cb4-0f6f-d5a57afc6bc6	неприятный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">невкусный</div><div class="line_2">['unpalatable', 'unappetizing', 'unsavory', 'unsavoury']</div><div class="line_1">неприятный</div><div class="line_2">['unpleasant', 'disagreeable', 'nasty', 'distasteful', 'obnoxious', 'unpalatable']</div></div>	unpalatable	ˌənˈpalədəb(ə)l	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">not pleasant to taste.</div><div class="line_2">scraps of unpalatable food</div></div>	
99a8394c-f64f-d130-798d-0c808659e413	несоответствие	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">несоответствие</div><div class="line_2">['discrepancy', 'disparity', 'nonconformity', 'nonconformance', 'imbalance', 'incongruity']</div><div class="line_1">несовместимость</div><div class="line_2">['incompatibility', 'inconsistency', 'incongruity', 'repugnance', 'antipathy']</div><div class="line_1">неуместность</div><div class="line_2">['irrelevance', 'impropriety', 'incongruity', 'ineptitude', 'impertinence', 'inconsequence']</div></div>	incongruity	ˌinkənˈɡro͞oədē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the state of being incongruous or out of keeping.</div><div class="line_2">the incongruity of his fleshy face and skinny body disturbed her</div></div>	
9a023342-7110-a723-e254-95b1f882a6ed	тайно		surreptitiously	ˌsərəpˈtiSHəslē	<div class="definitions"><div class="speechpart">Наречие</div><div class="line_1">in a way that attempts to avoid notice or attention; secretively.</div><div class="line_2">Mary surreptitiously slipped from the room</div></div>	
9a67ef4d-2b71-fadf-42df-03b2bd5ca0b8	пейзаж	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">стебель</div><div class="line_2">['stem', 'stalk', 'shaft', 'scape', 'culm', 'footstalk']</div><div class="line_1">черешок</div><div class="line_2">['scape']</div><div class="line_1">бегство</div><div class="line_2">['escape', 'flight', 'getaway', 'stampede', 'evasion', 'scape']</div></div>	scape	skāp	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a long, leafless flower stalk coming directly from a root.</div><div class="line_1">the basal segment of an insect's antenna, especially when it is enlarged and lengthened (as in a weevil).</div><div class="speechpart">Часть Сложного Слова</div><div class="line_1">denoting a specified type of scene.</div><div class="line_2">moonscape</div></div>	
9ab1ec7b-d208-ab31-feea-d2370fdb98e6	безразличие	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">беззаботность</div><div class="line_2">['carelessness', 'insouciance', 'unconcern', 'nonchalance', 'light-heartedness', 'breeziness']</div><div class="line_1">беспечность</div><div class="line_2">['nonchalance']</div><div class="line_1">безразличие</div><div class="line_2">['indifference', 'apathy', 'disinterest', 'unconcern', 'nonchalance', 'insouciance']</div></div>	nonchalance	ˌnänSHəˈläns	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the state of being nonchalant.</div><div class="line_2">an air of nonchalance</div></div>	
9bf10234-6919-a306-d7a3-81be1d27914f	благородный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">благородный</div><div class="line_2">['noble', 'honorable', 'generous', 'genteel', 'knightly', 'high']</div><div class="line_1">благовоспитанный</div><div class="line_2">['genteel', 'polite', 'well-bred', 'well-mannered', 'house-trained']</div><div class="line_1">светский</div><div class="line_2">['secular', 'worldly', 'temporal', 'social', 'lay', 'genteel']</div></div>	genteel	jenˈtēl	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">polite, refined, or respectable, often in an affected or ostentatious way.</div><div class="line_2">her genteel upbringing</div></div>	
9c27b760-4715-d38a-e3ce-e63d4a262a36	презрение	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">презрение</div><div class="line_2">['contempt', 'scorn', 'disdain', 'despite']</div><div class="line_1">пренебрежение</div><div class="line_2">['neglect', 'disregard', 'disdain', 'scorn', 'slight', 'disparagement']</div><div class="line_1">насмешка</div><div class="line_2">['mockery', 'ridicule', 'sneer', 'taunt', 'jibe', 'scorn']</div><div class="speechpart">Глагол</div><div class="line_1">презирать</div><div class="line_2">['despise', 'scorn', 'look down', 'disdain', 'flout', 'contemn']</div></div>	scorn	skôrn	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the feeling or belief that someone or something is worthless or despicable; contempt.</div><div class="line_2">I do not wish to become the object of scorn</div><div class="speechpart">Глагол</div><div class="line_1">feel or express contempt or derision for.</div><div class="line_2">he tended to scorn technological advances he did not come up with himself</div></div>	
9c6b75e7-4c56-f7e0-2b09-173376995a11	скупой	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">скупой</div><div class="line_2">['stingy', 'mean', 'miserly', 'niggardly', 'miser', 'parsimonious']</div><div class="line_1">бережливый</div><div class="line_2">['thrifty', 'frugal', 'economical', 'provident', 'parsimonious', 'saving']</div><div class="line_1">экономный</div><div class="line_2">['economical', 'thrifty', 'economic', 'saving', 'frugal', 'parsimonious']</div></div>	parsimonious	ˌpärsəˈmōnēəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">unwilling to spend money or use resources; stingy or frugal.</div><div class="line_2">even the parsimonious Joe paid for drinks all round</div></div>	
9d24c9c2-3b57-7d08-c135-f9a453fa7056	неосторожность	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">неосторожность</div><div class="line_2">['imprudence', 'indiscretion', 'incaution']</div><div class="line_1">неблагоразумие</div><div class="line_2">['imprudence', 'unwisdom', 'inexpediency']</div><div class="line_1">безрассудство</div><div class="line_2">['recklessness', 'folly', 'desperation', 'temerity', 'foolishness', 'imprudence']</div></div>	imprudence			
9e4d7df8-432d-60a9-55c8-96beba4a212c	сортировка	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">сортировка</div><div class="line_2">['sorting', 'triage', 'assortment', 'picking']</div><div class="line_1">кофе низшего сорта</div><div class="line_2">['triage']</div></div>	triage	trēˈäZH	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">(in medical use) the assignment of degrees of urgency to wounds or illnesses to decide the order of treatment of a large number of patients or casualties.</div><div class="line_2">a triage nurse</div><div class="speechpart">Глагол</div><div class="line_1">assign degrees of urgency to (wounded or ill patients).</div><div class="line_2">victims were triaged by paramedics before being transported to hospitals</div></div>	
9e841969-40e5-54de-7ced-d1768c3f72e8	раскаленный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">раскаленный</div><div class="line_2">['incandescent', 'fiery', 'sizzling hot', 'candent']</div><div class="line_1">сверкающий</div><div class="line_2">['sparkling', 'glistening', 'brilliant', 'flashing', 'incandescent', 'resplendent']</div><div class="line_1">накаленный</div><div class="line_2">['incandescent', 'hot', 'glowing']</div></div>	incandescent	ˌinkənˈdes(ə)nt	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">emitting light as a result of being heated.</div><div class="line_2">plumes of incandescent liquid rock</div><div class="line_1">full of strong emotion; passionate.</div><div class="line_2">Mravinsky's incandescent performance of Siegfried's Funeral March</div></div>	
9e94bcd9-f143-b9cb-a944-76ecd55e01ce	подхалимство	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">льстить</div><div class="line_2">['flatter', 'cajole', 'adulate', 'toady', 'please', 'compliment']</div><div class="line_1">низкопоклонничать</div><div class="line_2">['cringe', 'toady', 'toad', 'adulate']</div></div>	toadying		<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">act in an obsequious way.</div><div class="line_2">she imagined him toadying to his rich clients</div></div>	
9f0a8077-4c05-146f-c444-6849612e35c7	болтовня	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">пустая болтовня</div><div class="line_2">['guff', 'idle talk', 'hot', 'palaver', 'rigmarole', 'lip labor']</div><div class="line_1">переговоры</div><div class="line_2">['conversation', 'talk', 'negotiation', 'discussion', 'parley', 'palaver']</div><div class="line_1">лесть</div><div class="line_2">['flattery', 'adulation', 'sycophancy', 'cajolery', 'palaver', 'taffy']</div><div class="speechpart">Глагол</div><div class="line_1">болтать</div><div class="line_2">['chat', 'talk', 'dangle', 'chatter', 'prattle', 'palaver']</div><div class="line_1">льстить</div><div class="line_2">['flatter', 'cajole', 'adulate', 'toady', 'please', 'palaver']</div><div class="line_1">заговаривать зубы</div><div class="line_2">['palaver']</div></div>	palaver	pəˈlavər	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">unnecessarily elaborate or complex procedure.</div><div class="line_2">there's a lot of palaver involved</div><div class="line_1">an improvised conference between two groups, typically those without a shared language or culture.</div><div class="speechpart">Глагол</div><div class="line_1">talk unproductively and at length.</div><div class="line_2">it's too hot for palavering</div></div>	
9f378329-038c-bc71-903a-8de3d5c2d7df	шатер	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">шатер</div><div class="line_2">['marquee', 'pavilion', 'tabernacle']</div><div class="line_1">большая палатка</div><div class="line_2">['marquee', 'circus tent']</div></div>	marquee			
9ff3f22c-5e50-ee56-afb7-cd143875f6a4	острота		poignance	ˈpoin(y)əns	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the quality of evoking a keen sense of sadness or regret; pathos.</div><div class="line_2">a song imbued with poignance and longing</div></div>	
a0c2a874-7fa4-a9c2-19a0-6a4968bc6f57	молчаливый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">молчаливый</div><div class="line_2">['silent', 'tacit', 'taciturn', 'mute', 'uncommunicative', 'dumb']</div><div class="line_1">подразумеваемый</div><div class="line_2">['implied', 'implicit', 'tacit', 'constructive']</div><div class="line_1">не выраженный словами</div><div class="line_2">['tacit']</div></div>	tacit	ˈtasət	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">understood or implied without being stated.</div><div class="line_2">your silence may be taken to mean tacit agreement</div></div>	
a0cfc665-d05d-f34b-61d1-00621b9e992d	пороговый		liminal	ˈlimənl	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">relating to a transitional or initial stage of a process.</div><div class="line_1">occupying a position at, or on both sides of, a boundary or threshold.</div></div>	
a14a9e4c-77dc-c11e-7724-6e610f2752e3	две недели	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">две недели</div><div class="line_2">['fortnight']</div></div>	fortnight			
a1c457da-87a1-92a6-0b07-119fed0f819c	черствость	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">бессердечность</div><div class="line_2">['callousness', 'callosity']</div><div class="line_1">грубость</div><div class="line_2">['coarseness', 'rudeness', 'roughness', 'crudity', 'harshness', 'callousness']</div><div class="line_1">бесчувственность</div><div class="line_2">['insensibility', 'callousness', 'senselessness', 'impassibility', 'rockiness']</div></div>	callousness	ˈkaləsnəs	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">insensitive and cruel disregard for others.</div><div class="line_2">the callousness of using children to send a political message</div></div>	
a1e17625-5400-7d2d-0c2a-8a8fa0a57cf9	погибель	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">погибель</div><div class="line_2">['perdition', 'bane', 'ruination']</div><div class="line_1">гибель</div><div class="line_2">['death', 'doom', 'ruin', 'downfall', 'collapse', 'perdition']</div><div class="line_1">проклятие</div><div class="line_2">['curse', 'damn', 'damnation', 'goddamn', 'bane', 'perdition']</div></div>	perdition	pərˈdiSHən	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">(in Christian theology) a state of eternal punishment and damnation into which a sinful and unpenitent person passes after death.</div></div>	
a23903da-110d-8d4c-59ac-db9fe92f39b7	принадлежность	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">принадлежность</div><div class="line_2">['accessory', 'utensils', 'attachment', 'appurtenance', 'own', 'utensil']</div><div class="line_1">придаток</div><div class="line_2">['appendage', 'adjunct', 'appendix', 'appurtenant', 'appurtenance', 'affix']</div></div>	appurtenance	əˈpərt(ə)nəns	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">an accessory or other item associated with a particular activity or style of living.</div><div class="line_2">all the appurtenances of luxurious travel</div></div>	
a30179d8-ed54-020a-a3c1-fa2c7620bbe5	щетина	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">щетина</div><div class="line_2">['bristle', 'stubble', 'hair', 'seta']</div><div class="speechpart">Глагол</div><div class="line_1">ощетиниться</div><div class="line_2">['bristle']</div><div class="line_1">изобиловать</div><div class="line_2">['abound', 'teem', 'bristle', 'be replete', 'flow', 'exuberate']</div><div class="line_1">щетиниться</div><div class="line_2">['bristle']</div></div>	bristle	ˈbrisəl	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a short stiff hair, typically one of those on an animal's skin, a man's face, or a plant.</div><div class="speechpart">Глагол</div><div class="line_1">(of hair or fur) stand upright away from the skin, especially in anger or fear.</div><div class="line_2">the hair on the back of his neck bristled</div><div class="line_1">be covered with or abundant in.</div><div class="line_2">the roof bristled with antennas</div></div>	
a45fbc56-c61c-d583-d13d-a9902cb82240	несогласные	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">диссидент</div><div class="line_2">['dissident', 'maverick', 'dissenter', 'nonconformist', 'seceder']</div><div class="line_1">сектант</div><div class="line_2">['sectarian', 'sectary', 'dissenter', 'dissident', 'nonconformist']</div><div class="line_1">раскольник</div><div class="line_2">['dissenter', 'schismatic', 'secessionist', 'splitter', 'dissident', 'nonconformist']</div></div>	dissenters		<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a person who dissents.</div></div>	
a5710d00-592f-db1c-c661-b256883c5077	раскачивание	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">громадный</div><div class="line_2">['enormous', 'huge', 'vast', 'great', 'tremendous', 'swingeing']</div><div class="line_1">сильный</div><div class="line_2">['strong', 'keen', 'powerful', 'severe', 'heavy', 'swingeing']</div><div class="line_1">ошеломляющий</div><div class="line_2">['stunning', 'staggering', 'overwhelming', 'stupefying', 'swingeing']</div></div>	swingeing		<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">strike hard; beat.</div><div class="line_2">did she not swinge the dragon of ripsnorting inflation?</div></div>	
a5ed076c-db6d-8ac5-698c-10c7f61300be	контрфорс	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">опора</div><div class="line_2">['support', 'prop', 'reliance', 'bearing', 'mainstay', 'buttress']</div><div class="line_1">контрфорс</div><div class="line_2">['buttress', 'counterfort', 'pier', 'abutment']</div><div class="line_1">подпора</div><div class="line_2">['buttress', 'stand', 'stock', 'strut']</div><div class="speechpart">Глагол</div><div class="line_1">поддерживать</div><div class="line_2">['support', 'maintain', 'endorse', 'sustain', 'encourage', 'buttress']</div><div class="line_1">служить опорой</div><div class="line_2">['buttress', 'afford a basis', 'backstop', 'buttress up']</div><div class="line_1">подпирать</div><div class="line_2">['prop', 'prop up', 'buttress', 'shore', 'support', 'back']</div></div>	buttress	ˈbətrəs	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a projecting support of stone or brick built against a wall.</div><div class="line_2">the cathedral's massive buttresses</div><div class="line_1">a source of defense or support.</div><div class="line_2">there was a demand for a new stable order as a buttress against social collapse</div><div class="speechpart">Глагол</div><div class="line_1">provide (a building or structure) with projecting supports built against its walls.</div><div class="line_2">we buttressed the wall as it was showing signs of cracking and collapse</div><div class="line_1">increase the strength of or justification for; reinforce.</div><div class="line_2">authority was buttressed by religious belief</div></div>	
a6aab98b-8c03-3b65-1eae-2abe8e87d79f	мокрота	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">отхаркивание</div><div class="line_2">['expectoration', 'spitting']</div><div class="line_1">мокрота</div><div class="line_2">['sputum', 'phlegm', 'expectoration']</div><div class="line_1">экспекторация</div><div class="line_2">['expectoration', 'sputum']</div></div>	expectoration			
